JCAT	Piece	Name	LDate	TLast	TOp	TDate	TF	Program	Plane	Att	Mvr	Class	Category	Result	Control	Discipline	UNState	UNReg	UNPeriod	UNPerigee	UNApogee	UNInc	DispEpoch	DispPeri	DispApo	DispInc	Comment
F00861	1980-U01	SSU	1980 Dec  9	1980 Dec  9	1980 Dec  9	1980 Dec  9	-	SSU		-	-	D	SIG	U	-	-	-	-					-	0	0	0.00	-
F00862	1980-U01	LIPS 1	1980 Dec  9	1980 Dec  9	1980 Dec  9	1980 Dec  9	-	LIPS		-	-	D	TECH	U	-	-	-	-					-	0	0	0.00	-
F00867	1981-F01	[Kosmos]	1981 Jan 23	1981 Jan 23	1981 Jan 23	1981 Jan 23	-	Musson		-	-	D	GEOD	U	-	GEOD	-	-					-	0	0	0.00	Operational geodesy
F00870	1981-F02	Spuskaemaya Kapsula	1981 Mar 28	1981 Mar 28	1981 Mar 28	1981 Mar 28	-	SpK		-	-	D	RV	U	-	-	-	-					-	0	0	0.00	-
F00872	1981-F02	Spuskaemaya Kapsula	1981 Mar 28	1981 Mar 28	1981 Mar 28	1981 Mar 28	-	SpK		-	-	D	RV	U	-	-	-	-					-	0	0	0.00	-
F00874	1981-F02	[Kosmos]	1981 Mar 28	1981 Mar 28	1981 Mar 28	1981 Mar 28	-	Feniks		-	-	D	IMG	U	-	-	-	-					-	0	0	0.00	-
F00876	1981-F03	Navstar 7	1981 Dec 19	1981 Dec 19	1981 Dec 19	1981 Dec 19	-	GPS I		-	-	D	NAV	U	-	-	-	-					-	0	0	0.00	-
F00879	1982-F01	Kosmos	1982 Mar  4	1982 Mar  4	1982 Mar  4	1982 Mar  4	-	Taifun-2V		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00880	1982-F01	Kosmos      SS 1	1982 Mar  4	1982 Mar  4	1982 Mar  4	1982 Mar  4	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00881	1982-F01	Kosmos      SS 2	1982 Mar  4	1982 Mar  4	1982 Mar  4	1982 Mar  4	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00882	1982-F01	Kosmos      SS 3	1982 Mar  4	1982 Mar  4	1982 Mar  4	1982 Mar  4	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00883	1982-F01	Kosmos      SS 4	1982 Mar  4	1982 Mar  4	1982 Mar  4	1982 Mar  4	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00884	1982-F01	Kosmos      SS 5	1982 Mar  4	1982 Mar  4	1982 Mar  4	1982 Mar  4	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00885	1982-F01	Kosmos      SS 6	1982 Mar  4	1982 Mar  4	1982 Mar  4	1982 Mar  4	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00886	1982-F01	Kosmos      SS 7	1982 Mar  4	1982 Mar  4	1982 Mar  4	1982 Mar  4	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00887	1982-F01	Kosmos      SS 8	1982 Mar  4	1982 Mar  4	1982 Mar  4	1982 Mar  4	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00888	1982-F01	Kosmos      SS 9	1982 Mar  4	1982 Mar  4	1982 Mar  4	1982 Mar  4	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00889	1982-F01	Kosmos      SS 10	1982 Mar  4	1982 Mar  4	1982 Mar  4	1982 Mar  4	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00890	1982-F01	Kosmos      SS 11	1982 Mar  4	1982 Mar  4	1982 Mar  4	1982 Mar  4	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00891	1982-F01	Kosmos      SS 12	1982 Mar  4	1982 Mar  4	1982 Mar  4	1982 Mar  4	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00892	1982-F01	Kosmos      SS 13	1982 Mar  4	1982 Mar  4	1982 Mar  4	1982 Mar  4	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00893	1982-F01	Kosmos      SS 14	1982 Mar  4	1982 Mar  4	1982 Mar  4	1982 Mar  4	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00894	1982-F01	Kosmos      SS 15	1982 Mar  4	1982 Mar  4	1982 Mar  4	1982 Mar  4	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00895	1982-F01	Kosmos      SS 16	1982 Mar  4	1982 Mar  4	1982 Mar  4	1982 Mar  4	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00896	1982-F01	Kosmos      SS 17	1982 Mar  4	1982 Mar  4	1982 Mar  4	1982 Mar  4	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00897	1982-F01	Kosmos      SS 18	1982 Mar  4	1982 Mar  4	1982 Mar  4	1982 Mar  4	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00898	1982-F01	Kosmos      SS 19	1982 Mar  4	1982 Mar  4	1982 Mar  4	1982 Mar  4	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00899	1982-F01	Kosmos      SS 20	1982 Mar  4	1982 Mar  4	1982 Mar  4	1982 Mar  4	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00900	1982-F01	Kosmos      SS 21	1982 Mar  4	1982 Mar  4	1982 Mar  4	1982 Mar  4	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00901	1982-F01	Kosmos      SS 22	1982 Mar  4	1982 Mar  4	1982 Mar  4	1982 Mar  4	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00902	1982-F01	Kosmos      SS 23	1982 Mar  4	1982 Mar  4	1982 Mar  4	1982 Mar  4	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00903	1982-F01	Kosmos      SS 24	1982 Mar  4	1982 Mar  4	1982 Mar  4	1982 Mar  4	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00905	1982-F02	[Kosmos]	1982 May 15	1982 May 15	1982 May 15	1982 May 15	-	Zenit-6		-	-	D	IMG	U	-	-	-	-					-	0	0	0.00	-
F00910	1982-F03	[Kosmos]	1982 Jun 12	1982 Jun 12	1982 Jun 12	1982 Jun 12	-	Zenit-6		-	-	D	IMG	U	-	-	-	-					-	0	0	0.00	-
F00919	1982-F04	Ekran	1982 Jul 22	1982 Jul 22	1982 Jul 22	1982 Jul 22	-	Ekran		-	-	C	COM	U	-	-	-	-					-	0	0	0.00	-
F00921	1982-F05	Kosmos	1982 Aug 30	1982 Aug 30	1982 Aug 30	1982 Aug 30	-	Strela-2M		-	-	D	COM	U	-	-	-	-					-	0	0	0.00	-
F00924	1982-F06	Marecs B	1982 Sep  9	1982 Sep  9	1982 Sep  9	1982 Sep  9	-	Marecs		-	-	C	COM	U	-	-	-	-					-	0	0	0.00	-
F00927	1982-F06	Sirio 2	1982 Sep  9	1982 Sep  9	1982 Sep  9	1982 Sep  9	-	Sirio		-	-	C	COM	U	-	-	-	-					-	0	0	0.00	-
F00929	1982-F07	Kosmos	1982 Nov 24	1982 Nov 24	1982 Nov 24	1982 Nov 24	-	Strela-1M		-	-	D	COM	U	-	-	-	-					-	0	0	0.00	-
F00930	1982-F07	Kosmos	1982 Nov 24	1982 Nov 24	1982 Nov 24	1982 Nov 24	-	Strela-1M		-	-	D	COM	U	-	-	-	-					-	0	0	0.00	-
F00931	1982-F07	Kosmos	1982 Nov 24	1982 Nov 24	1982 Nov 24	1982 Nov 24	-	Strela-1M		-	-	D	COM	U	-	-	-	-					-	0	0	0.00	-
F00932	1982-F07	Kosmos	1982 Nov 24	1982 Nov 24	1982 Nov 24	1982 Nov 24	-	Strela-1M		-	-	D	COM	U	-	-	-	-					-	0	0	0.00	-
F00933	1982-F07	Kosmos	1982 Nov 24	1982 Nov 24	1982 Nov 24	1982 Nov 24	-	Strela-1M		-	-	D	COM	U	-	-	-	-					-	0	0	0.00	-
F00934	1982-F07	Kosmos	1982 Nov 24	1982 Nov 24	1982 Nov 24	1982 Nov 24	-	Strela-1M		-	-	D	COM	U	-	-	-	-					-	0	0	0.00	-
F00935	1982-F07	Kosmos	1982 Nov 24	1982 Nov 24	1982 Nov 24	1982 Nov 24	-	Strela-1M		-	-	D	COM	U	-	-	-	-					-	0	0	0.00	-
F00936	1982-F07	Kosmos	1982 Nov 24	1982 Nov 24	1982 Nov 24	1982 Nov 24	-	Strela-1M		-	-	D	COM	U	-	-	-	-					-	0	0	0.00	-
F00942	1982-F08	Raduga	1982 Dec 24	1982 Dec 24	1982 Dec 24	1982 Dec 24	-	Raduga		-	-	D	COM	U	-	-	-	-					-	0	0	0.00	-
F00944	1983-F01	Kosmos	1983 Jan 25	1983 Jan 25	1983 Jan 25	1983 Jan 25	-	Taifun-2B		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00945	1983-F01	Kosmos      SS 1	1983 Jan 25	1983 Jan 25	1983 Jan 25	1983 Jan 25	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00946	1983-F01	Kosmos      SS 2	1983 Jan 25	1983 Jan 25	1983 Jan 25	1983 Jan 25	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00947	1983-F01	Kosmos      SS 3	1983 Jan 25	1983 Jan 25	1983 Jan 25	1983 Jan 25	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00948	1983-F01	Kosmos      SS 4	1983 Jan 25	1983 Jan 25	1983 Jan 25	1983 Jan 25	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00949	1983-F01	Kosmos      SS 5	1983 Jan 25	1983 Jan 25	1983 Jan 25	1983 Jan 25	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00950	1983-F01	Kosmos      SS 6	1983 Jan 25	1983 Jan 25	1983 Jan 25	1983 Jan 25	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00951	1983-F01	Kosmos      SS 7	1983 Jan 25	1983 Jan 25	1983 Jan 25	1983 Jan 25	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00952	1983-F01	Kosmos      SS 8	1983 Jan 25	1983 Jan 25	1983 Jan 25	1983 Jan 25	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00953	1983-F01	Kosmos      SS 9	1983 Jan 25	1983 Jan 25	1983 Jan 25	1983 Jan 25	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00954	1983-F01	Kosmos      SS 10	1983 Jan 25	1983 Jan 25	1983 Jan 25	1983 Jan 25	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00955	1983-F01	Kosmos      SS 11	1983 Jan 25	1983 Jan 25	1983 Jan 25	1983 Jan 25	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00956	1983-F01	Kosmos      SS 12	1983 Jan 25	1983 Jan 25	1983 Jan 25	1983 Jan 25	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00957	1983-F01	Kosmos      SS 13	1983 Jan 25	1983 Jan 25	1983 Jan 25	1983 Jan 25	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00958	1983-F01	Kosmos      SS 14	1983 Jan 25	1983 Jan 25	1983 Jan 25	1983 Jan 25	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00959	1983-F01	Kosmos      SS 15	1983 Jan 25	1983 Jan 25	1983 Jan 25	1983 Jan 25	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00960	1983-F01	Kosmos      SS 16	1983 Jan 25	1983 Jan 25	1983 Jan 25	1983 Jan 25	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00961	1983-F01	Kosmos      SS 17	1983 Jan 25	1983 Jan 25	1983 Jan 25	1983 Jan 25	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00962	1983-F01	Kosmos      SS 18	1983 Jan 25	1983 Jan 25	1983 Jan 25	1983 Jan 25	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00963	1983-F01	Kosmos      SS 19	1983 Jan 25	1983 Jan 25	1983 Jan 25	1983 Jan 25	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00964	1983-F01	Kosmos      SS 20	1983 Jan 25	1983 Jan 25	1983 Jan 25	1983 Jan 25	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00965	1983-F01	Kosmos      SS 21	1983 Jan 25	1983 Jan 25	1983 Jan 25	1983 Jan 25	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00966	1983-F01	Kosmos      SS 22	1983 Jan 25	1983 Jan 25	1983 Jan 25	1983 Jan 25	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00967	1983-F01	Kosmos      SS 23	1983 Jan 25	1983 Jan 25	1983 Jan 25	1983 Jan 25	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00968	1983-F01	Kosmos      SS 24	1983 Jan 25	1983 Jan 25	1983 Jan 25	1983 Jan 25	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00971	1983-F02	[Soyuz T]	1983 Sep 26	1983 Sep 26	1983 Sep 26	1983 Sep 26 1943	-	7K-ST		-	-	C	SS	U	-	-	-	-					-	0	0	0.00	-
F00979	1985-F01	GVM	1985 Apr 13	1985 Apr 13	1985 Apr 13	1985 Apr 13	-	Tselina-2 GVM		-	-	D	TECH	U	-	-	-	-					-	0	0	0.00	-
F00981	1985-F02	-	1985 Aug 28	1985 Aug 28	1985 Aug 28	1985 Aug 28	-	CRYSTAL 2		-	-	D	IMG	U	-	-	-	-					-	0	0	0.00	-
F00984	1985-F03	Eutelsat I F-3	1985 Sep 12	1985 Sep 12	1985 Sep 12	1985 Sep 12	-	ECS		-	-	C	COM	U	-	-	-	-					-	0	0	0.00	-
F00986	1985-F03	Spacenet F3	1985 Sep 12	1985 Sep 12	1985 Sep 12	1985 Sep 12	-	Spacenet		-	-	B	COM	U	-	-	-	-					-	0	0	0.00	-
F00991	1985-F04	Kosmos	1985 Oct 23	1985 Oct 23	1985 Oct 23	1985 Oct 23	-	Parus		-	-	D	NAV	N	-	-	-	-					-	0	0	0.00	-
F00992	1986-F01	IUS ASE-1	1986 Jan 28	1986 Jan 28	1986 Jan 28	1986 Jan 28 1642	-	IUS ASE		-	-	C	TECH	N	-	-	-	-					-	0	0	0.00	-
F00994	1986-F01	Challenger	1986 Jan 28	1986 Jan 28	1986 Jan 28	1986 Jan 28 1642	-	OV-099		-	-	C	SS	U	-	BIO/MG/UVA	-	-					-	0	0	0.00	Comet Halley imager
F00995	1986-F01	SPTN SFSS	1986 Jan 28	1986 Jan 28	1986 Jan 28	1986 Jan 28 1642	-	MPESS		-	-	C	TECH	N	-	-	-	-					-	0	0	0.00	-
F00996	1986-F01	Spartan-Halley	1986 Jan 28	1986 Jan 28	1986 Jan 28	1986 Jan 28 1642	-	Spartan		-	-	C	AST	U	-	UVA*	-	-					-	0	0	0.00	Comet Halley imager
F00999	1986-F01	TDRS B	1986 Jan 28	1986 Jan 28	1986 Jan 28	1986 Jan 28 1642	-	TDRS		-	-	C	COM	U	-	-	-	-					-	0	0	0.00	-
F01001	1986-F02	[Kosmos]	1986 Mar 26	1986 Mar 26	1986 Mar 26	1986 Mar 26	-	Oblik		-	-	D	IMG	U	-	-	-	-					-	0	0	0.00	-
F01006	1986-F03	-	1986 Apr 18	1986 Apr 18	1986 Apr 18	1986 Apr 18	-	Hex III		-	-	D	IMG	U	-	-	-	-					-	0	0	0.00	-
F01007	1986-F03	-	1986 Apr 18	1986 Apr 18	1986 Apr 18	1986 Apr 18	-	PRUBY		-	-	D	SIG	U	-	-	-	-					-	0	0	0.00	-
F01010	1986-F03	SRV-1	1986 Apr 18	1986 Apr 18	1986 Apr 18	1986 Apr 18	-	SRV		-	-	D	RV	U	-	-	-	-					-	0	0	0.00	-
F01012	1986-F03	SRV-2	1986 Apr 18	1986 Apr 18	1986 Apr 18	1986 Apr 18	-	SRV		-	-	D	RV	U	-	-	-	-					-	0	0	0.00	-
F01014	1986-F03	SRV-3	1986 Apr 18	1986 Apr 18	1986 Apr 18	1986 Apr 18	-	SRV		-	-	D	RV	U	-	-	-	-					-	0	0	0.00	-
F01016	1986-F03	SRV-4	1986 Apr 18	1986 Apr 18	1986 Apr 18	1986 Apr 18	-	SRV		-	-	D	RV	U	-	-	-	-					-	0	0	0.00	-
F01020	1986-F04	GOES G	1986 May  3	1986 May  3	1986 May  3	1986 May  3	-	GOES D		-	-	C	MET	U	-	-	-	-					-	0	0	0.00	-
F01023	1986-F05	Intelsat VA F14	1986 May 31	1986 May 31	1986 May 31	1986 May 31	-	Int5		-	-	C	COM	U	-	-	-	-					-	0	0	0.00	-
F01025	1986-F06	[Kosmos]	1986 Oct 15	1986 Oct 15	1986 Oct 15	1986 Oct 15	-	Strela-3		-	-	D	COM	U	-	-	-	-					-	0	0	0.00	-
F01026	1986-F06	[Kosmos]	1986 Oct 15	1986 Oct 15	1986 Oct 15	1986 Oct 15	-	Strela-3		-	-	D	COM	U	-	-	-	-					-	0	0	0.00	-
F01027	1986-F06	[Kosmos]	1986 Oct 15	1986 Oct 15	1986 Oct 15	1986 Oct 15	-	Strela-3		-	-	D	COM	U	-	-	-	-					-	0	0	0.00	-
F01028	1986-F06	[Kosmos]	1986 Oct 15	1986 Oct 15	1986 Oct 15	1986 Oct 15	-	Strela-3		-	-	D	COM	U	-	-	-	-					-	0	0	0.00	-
F01029	1986-F06	[Kosmos]	1986 Oct 15	1986 Oct 15	1986 Oct 15	1986 Oct 15	-	Strela-3		-	-	D	COM	U	-	-	-	-					-	0	0	0.00	-
F01030	1986-F06	[Kosmos]	1986 Oct 15	1986 Oct 15	1986 Oct 15	1986 Oct 15	-	Strela-3		-	-	D	COM	U	-	-	-	-					-	0	0	0.00	-
F01032	1986-F07	[Kosmos]	1986 Nov 29	1986 Nov 29	1986 Nov 29	1986 Nov 29	-	Mech		-	-	D	IMG-R	U	-	-	-	-					-	0	0	0.00	-
F01034	1987-F01	SROSS-A	1987 Mar 24	1987 Mar 24	1987 Mar 24	1987 Mar 24	-	SROSS		-	-	C	TECH/AST	U	-	GRA	-	-					-	0	0	0.00	Gamma ray bursts
F01036	1987-F02	FLTSATCOM F6	1987 Mar 26	1987 Mar 26	1987 Mar 26	1987 Mar 26	-	FLTSATCOM		-	-	D	COM	U	-	-	-	-					-	0	0	0.00	-
F01039	1987-U01	FSB	1987 May 15	1987 May 15	1987 May 15	1987 May 15	-	TKS		-	-	D	TECH	U	-	-	-	-					-	0	0	0.00	-
F01040	1987-U01	Polyus	1987 May 15	1987 May 15	1987 May 15	1987 May 15	-	Skif-DM		-	-	D	TECH	U	-	-	-	-					-	0	0	0.00	-
F01043	1987-F04	[Kosmos]	1987 Jun 18	1987 Jun 18	1987 Jun 18	1987 Jun 18	-	Resurs-F1 B		-	-	C	IMG	U	-	-	-	-					-	0	0	0.00	-
F01052	1988-F01	Gorizont	1988 Jan 18	1988 Jan 18	1988 Jan 18	1988 Jan 18	-	Gorizont		-	-	C	COM	U	-	-	-	-					-	0	0	0.00	-
F01054	1988-F02	[Kosmos]	1988 Jul  9	1988 Jul  9	1988 Jul  9	1988 Jul  9	-	Terilen		-	-	D	IMG	U	-	-	-	-					-	0	0	0.00	-
F01057	1988-F03	SROSS-B	1988 Jul 13	1988 Jul 13	1988 Jul 13	1988 Jul 13	-	SROSS		-	-	C	TECH	U	-	-	-	-					-	0	0	0.00	-
F01059	1988-F04	[Kosmos]	1988 Jul 27	1988 Jul 27	1988 Jul 27	1988 Jul 27	-	Resurs-F1 C		-	-	C	IMG	U	-	-	-	-					-	0	0	0.00	-
F01064	1988-F05	[Kosmos]	1988 Nov 11	1988 Nov 11	1988 Nov 11	1988 Nov 11	-	Neman		-	-	D	IMG	U	-	-	-	-					-	0	0	0.00	-
F01067	1989-F01	Okean	1989 Jun  9	1989 Jun  9	1989 Jun  9	1989 Jun  9	-	Okean-O1		-	-	C	IMG	U	-	-	-	-					-	0	0	0.00	-
F01069	1990-F01	Superbird B	1990 Feb 22	1990 Feb 22	1990 Feb 22	1990 Feb 22	-	Superbird		-	-	B	COM	U	-	-	-	-					-	0	0	0.00	-
F01071	1990-F01	BS 2X	1990 Feb 22	1990 Feb 22	1990 Feb 22	1990 Feb 22	-	BS		-	-	B	COM	U	-	-	-	-					-	0	0	0.00	-
F01076	1990-F02	Spuskaemaya Kapsula	1990 Apr  3	1990 Apr  3	1990 Apr  3	1990 Apr  3	-	SpK		-	-	D	RV	U	-	-	-	-					-	0	0	0.00	-
F01078	1990-F02	Spuskaemaya Kapsula	1990 Apr  3	1990 Apr  3	1990 Apr  3	1990 Apr  3	-	SpK		-	-	D	RV	U	-	-	-	-					-	0	0	0.00	-
F01080	1990-F02	[Kosmos]	1990 Apr  3	1990 Apr  3	1990 Apr  3	1990 Apr  3	-	Kobal't		-	-	D	IMG	U	-	-	-	-					-	0	0	0.00	-
F01083	1990-F03	Spuskaemaya Kapsula	1990 Jul  3	1990 Jul  3	1990 Jul  3	1990 Jul  3	-	SpK		-	-	D	RV	U	-	-	-	-					-	0	0	0.00	-
F01085	1990-F03	Spuskaemaya Kapsula	1990 Jul  3	1990 Jul  3	1990 Jul  3	1990 Jul  3	-	SpK		-	-	D	RV	U	-	-	-	-					-	0	0	0.00	-
F01087	1990-F03	[Kosmos]	1990 Jul  3	1990 Jul  3	1990 Jul  3	1990 Jul  3	-	Kobal't		-	-	D	IMG	U	-	-	-	-					-	0	0	0.00	-
F01093	1990-F04	Ekran-M	1990 Aug  9	1990 Aug  9	1990 Aug  9	1990 Aug  9	-	Ekran-M		-	-	C	COM	U	-	-	-	-					-	0	0	0.00	-
F01099	1990-F05	-	1990 Oct  4	1990 Oct  4	1990 Oct  4	1990 Oct  4	-	Tselina-2 A		-	-	D	SIG	U	-	-	-	-					-	0	0	0.00	-
F01101	1991-F01	BS-3H	1991 Apr 18	1991 Apr 18	1991 Apr 18	1991 Apr 18	-	BS		-	-	B	COM	U	-	-	-	-					-	0	0	0.00	-
F01105	1991-F02	Kosmos	1991 Jun 25	1991 Jun 25	1991 Jun 25	1991 Jun 25	-	Taifun-2A		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F01106	1991-F02	Kosmos      SS 1	1991 Jun 25	1991 Jun 25	1991 Jun 25	1991 Jun 25	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F01107	1991-F02	Kosmos      SS 2	1991 Jun 25	1991 Jun 25	1991 Jun 25	1991 Jun 25	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F01108	1991-F02	Kosmos      SS 3	1991 Jun 25	1991 Jun 25	1991 Jun 25	1991 Jun 25	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F01109	1991-F02	Kosmos      SS 4	1991 Jun 25	1991 Jun 25	1991 Jun 25	1991 Jun 25	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F01110	1991-F02	Kosmos      SS 5	1991 Jun 25	1991 Jun 25	1991 Jun 25	1991 Jun 25	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F01111	1991-F02	Kosmos      SS 6	1991 Jun 25	1991 Jun 25	1991 Jun 25	1991 Jun 25	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F01112	1991-F02	Kosmos      SS 7	1991 Jun 25	1991 Jun 25	1991 Jun 25	1991 Jun 25	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F01113	1991-F02	Kosmos      SS 8	1991 Jun 25	1991 Jun 25	1991 Jun 25	1991 Jun 25	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F01114	1991-F02	Kosmos      SS 9	1991 Jun 25	1991 Jun 25	1991 Jun 25	1991 Jun 25	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F01115	1991-F02	Kosmos      SS 10	1991 Jun 25	1991 Jun 25	1991 Jun 25	1991 Jun 25	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F01116	1991-F02	Kosmos      SS 11	1991 Jun 25	1991 Jun 25	1991 Jun 25	1991 Jun 25	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F01117	1991-F02	Kosmos      SS 12	1991 Jun 25	1991 Jun 25	1991 Jun 25	1991 Jun 25	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F01118	1991-F02	Kosmos      SS 13	1991 Jun 25	1991 Jun 25	1991 Jun 25	1991 Jun 25	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F01119	1991-F02	Kosmos      SS 14	1991 Jun 25	1991 Jun 25	1991 Jun 25	1991 Jun 25	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F01120	1991-F02	Kosmos      SS 15	1991 Jun 25	1991 Jun 25	1991 Jun 25	1991 Jun 25	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F01121	1991-F02	Kosmos      SS 16	1991 Jun 25	1991 Jun 25	1991 Jun 25	1991 Jun 25	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F01122	1991-F02	Kosmos      SS 17	1991 Jun 25	1991 Jun 25	1991 Jun 25	1991 Jun 25	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F01123	1991-F02	Kosmos      SS 18	1991 Jun 25	1991 Jun 25	1991 Jun 25	1991 Jun 25	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F01124	1991-F02	Kosmos      SS 19	1991 Jun 25	1991 Jun 25	1991 Jun 25	1991 Jun 25	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F01125	1991-F02	Kosmos      SS 20	1991 Jun 25	1991 Jun 25	1991 Jun 25	1991 Jun 25	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F01126	1991-F02	Kosmos      SS 21	1991 Jun 25	1991 Jun 25	1991 Jun 25	1991 Jun 25	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F01127	1991-F02	Kosmos      SS 22	1991 Jun 25	1991 Jun 25	1991 Jun 25	1991 Jun 25	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F01128	1991-F02	Kosmos      SS 23	1991 Jun 25	1991 Jun 25	1991 Jun 25	1991 Jun 25	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F01129	1991-F02	Kosmos      SS 24	1991 Jun 25	1991 Jun 25	1991 Jun 25	1991 Jun 25	-	ESO		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F01135	1991-F03	-	1991 Aug 30	1991 Aug 30	1991 Aug 30	1991 Aug 30	-	Tselina-2 A		-	-	D	SIG	U	-	-	-	-					-	0	0	0.00	-
